pert_id,pert_iname,pert_type
TRCN0000352723,HSPB1,trt_sh
TRCN0000342621,HSPB8,trt_sh
TRCN0000352708,HSPB8,trt_sh
TRCN0000029446,HSPD1,trt_sh
TRCN0000029448,HSPD1,trt_sh
TRCN0000343948,HSPD1,trt_sh
TRCN0000233520,IARS2,trt_sh
TRCN0000233521,IARS2,trt_sh
TRCN0000233522,IARS2,trt_sh
TRCN0000021064,ID2,trt_sh
TRCN0000021065,ID2,trt_sh
TRCN0000021067,ID2,trt_sh
TRCN0000027253,IDH1,trt_sh
TRCN0000027289,IDH1,trt_sh
TRCN0000027298,IDH1,trt_sh
TRCN0000219071,IDH2,trt_sh
TRCN0000229434,IDH2,trt_sh
TRCN0000229778,IDH2,trt_sh
TRCN0000050849,IFIH1,trt_sh
TRCN0000050851,IFIH1,trt_sh
TRCN0000050852,IFIH1,trt_sh
TRCN0000009842,IGF1,trt_sh
TRCN0000010360,IGF1,trt_sh
TRCN0000040217,IGF1,trt_sh
TRCN0000006574,IGFBP2,trt_sh
TRCN0000006575,IGFBP2,trt_sh
TRCN0000006576,IGFBP2,trt_sh
TRCN0000072498,IGFBP4,trt_sh
TRCN0000072501,IGFBP4,trt_sh
TRCN0000072502,IGFBP4,trt_sh
TRCN0000037871,IKBKAP,trt_sh
TRCN0000037873,IKBKAP,trt_sh
TRCN0000022144,IKBKG,trt_sh
TRCN0000022145,IKBKG,trt_sh
TRCN0000022146,IKBKG,trt_sh
TRCN0000236419,IKZF1,trt_sh
TRCN0000236421,IKZF1,trt_sh
TRCN0000244221,IKZF1,trt_sh
TRCN0000058263,IL10RB,trt_sh
TRCN0000058264,IL10RB,trt_sh
TRCN0000058267,IL10RB,trt_sh
TRCN0000058198,IL13RA1,trt_sh
TRCN0000058200,IL13RA1,trt_sh
TRCN0000058202,IL13RA1,trt_sh
TRCN0000005737,IL18RAP,trt_sh
TRCN0000005738,IL18RAP,trt_sh
TRCN0000010962,IL18RAP,trt_sh
TRCN0000372630,IL2,trt_sh
TRCN0000372632,IL2,trt_sh
TRCN0000060838,IL23R,trt_sh
TRCN0000060841,IL23R,trt_sh
TRCN0000060842,IL23R,trt_sh
TRCN0000058478,IL27,trt_sh
TRCN0000058479,IL27,trt_sh
TRCN0000058480,IL27,trt_sh
TRCN0000058184,IL4,trt_sh
TRCN0000372660,IL4,trt_sh
TRCN0000372661,IL4,trt_sh
TRCN0000289773,IL6ST,trt_sh
TRCN0000296316,IL6ST,trt_sh
TRCN0000296317,IL6ST,trt_sh
TRCN0000329786,ILF3,trt_sh
TRCN0000329787,ILF3,trt_sh
TRCN0000353628,ILF3,trt_sh
TRCN0000051811,IMPA1,trt_sh
TRCN0000051812,IMPA1,trt_sh
TRCN0000050319,IMPA2,trt_sh
TRCN0000050320,IMPA2,trt_sh
TRCN0000050321,IMPA2,trt_sh
TRCN0000051599,INPP1,trt_sh
TRCN0000051600,INPP1,trt_sh
TRCN0000051601,INPP1,trt_sh
TRCN0000052721,INPP4B,trt_sh
TRCN0000230837,INPP4B,trt_sh
TRCN0000230838,INPP4B,trt_sh
TRCN0000052808,INPPL1,trt_sh
TRCN0000052809,INPPL1,trt_sh
TRCN0000052810,INPPL1,trt_sh
TRCN0000084049,INS,trt_sh
TRCN0000084050,INS,trt_sh
TRCN0000084051,INS,trt_sh
TRCN0000000379,INSR,trt_sh
TRCN0000194847,INSR,trt_sh
TRCN0000199622,INSR,trt_sh
TRCN0000047485,IQGAP1,trt_sh
TRCN0000298856,IQGAP1,trt_sh
TRCN0000298931,IQGAP1,trt_sh
TRCN0000000544,IRAK1,trt_sh
TRCN0000005920,IRF3,trt_sh
TRCN0000005921,IRF3,trt_sh
TRCN0000005922,IRF3,trt_sh
TRCN0000186772,IRGM,trt_sh
TRCN0000186791,IRGM,trt_sh
TRCN0000204829,IRGM,trt_sh
TRCN0000029648,ITGB1,trt_sh
TRCN0000275083,ITGB1,trt_sh
TRCN0000275133,ITGB1,trt_sh
TRCN0000057769,ITGB4,trt_sh
TRCN0000296114,ITGB4,trt_sh
TRCN0000306738,ITGB4,trt_sh
TRCN0000057743,ITGB5,trt_sh
TRCN0000057747,ITGB5,trt_sh
TRCN0000307027,ITGB5,trt_sh
TRCN0000002009,ITSN1,trt_sh
TRCN0000002010,ITSN1,trt_sh
TRCN0000233548,ITSN1,trt_sh
TRCN0000013125,KAT6A,trt_sh
TRCN0000013126,KAT6A,trt_sh
TRCN0000013127,KAT6A,trt_sh
TRCN0000019360,KAT6B,trt_sh
TRCN0000019361,KAT6B,trt_sh
TRCN0000019362,KAT6B,trt_sh
TRCN0000014758,KDM5B,trt_sh
TRCN0000014762,KDM5B,trt_sh
TRCN0000329953,KDM5B,trt_sh
TRCN0000000046,KHDRBS1,trt_sh
TRCN0000000047,KHDRBS1,trt_sh
TRCN0000000048,KHDRBS1,trt_sh
TRCN0000245874,KIF21B,trt_sh
TRCN0000257749,KIF21B,trt_sh
TRCN0000271277,KIT,trt_sh
TRCN0000284340,KIT,trt_sh
TRCN0000013636,KLF5,trt_sh
TRCN0000013637,KLF5,trt_sh
TRCN0000280340,KLF5,trt_sh
TRCN0000010369,KRAS,trt_sh
TRCN0000018337,KRAS,trt_sh
TRCN0000033259,KRAS,trt_sh
TRCN0000033260,KRAS,trt_sh
TRCN0000033261,KRAS,trt_sh
TRCN0000033262,KRAS,trt_sh
TRCN0000033263,KRAS,trt_sh
TRCN0000040148,KRAS,trt_sh
TRCN0000040149,KRAS,trt_sh
TRCN0000040150,KRAS,trt_sh
TRCN0000040151,KRAS,trt_sh
TRCN0000040152,KRAS,trt_sh
TRCN0000300921,KTN1,trt_sh
TRCN0000300979,KTN1,trt_sh
TRCN0000300982,KTN1,trt_sh
TRCN0000134034,LACC1,trt_sh
TRCN0000137349,LACC1,trt_sh
TRCN0000137488,LACC1,trt_sh
TRCN0000335821,LAMA3,trt_sh
TRCN0000335823,LAMA3,trt_sh
TRCN0000335904,LAMA3,trt_sh
TRCN0000074215,LASP1,trt_sh
TRCN0000074216,LASP1,trt_sh
TRCN0000074217,LASP1,trt_sh
TRCN0000049995,LHPP,trt_sh
TRCN0000333068,LHPP,trt_sh
TRCN0000333069,LHPP,trt_sh
TRCN0000058586,LIF,trt_sh
TRCN0000290579,LIF,trt_sh
TRCN0000308277,LIF,trt_sh
TRCN0000234387,LIMK2,trt_sh
TRCN0000234388,LIMK2,trt_sh
TRCN0000234389,LIMK2,trt_sh
TRCN0000167123,LRRC18,trt_sh
TRCN0000173033,LRRC18,trt_sh
TRCN0000117218,LSP1,trt_sh
TRCN0000117219,LSP1,trt_sh
TRCN0000117220,LSP1,trt_sh
TRCN0000197144,LYN,trt_sh
TRCN0000218210,LYN,trt_sh
TRCN0000219886,LYN,trt_sh
TRCN0000299894,LYPLA1,trt_sh
TRCN0000299951,LYPLA1,trt_sh
TRCN0000299952,LYPLA1,trt_sh
TRCN0000073825,MALT1,trt_sh
TRCN0000073826,MALT1,trt_sh
TRCN0000222552,MALT1,trt_sh
TRCN0000320675,MAP2K5,trt_sh
TRCN0000320679,MAP2K5,trt_sh
TRCN0000219681,MAP4K4,trt_sh
TRCN0000197055,MAPK13,trt_sh
TRCN0000342576,MAPK8,trt_sh
TRCN0000199830,MAPKAPK3,trt_sh
TRCN0000279765,MAPKAPK3,trt_sh
TRCN0000297329,MAPKAPK3,trt_sh
TRCN0000000684,MAPKAPK5,trt_sh
TRCN0000194823,MAPKAPK5,trt_sh
TRCN0000350903,MAPKAPK5,trt_sh
TRCN0000219732,MAST2,trt_sh
TRCN0000019575,MCM3,trt_sh
TRCN0000292172,MCM3,trt_sh
TRCN0000292173,MCM3,trt_sh
TRCN0000019800,MED1,trt_sh
TRCN0000019801,MED1,trt_sh
TRCN0000019802,MED1,trt_sh
TRCN0000009849,MEN1,trt_sh
TRCN0000010378,MEN1,trt_sh
TRCN0000338276,MEN1,trt_sh
TRCN0000291869,MFHAS1,trt_sh
TRCN0000291870,MFHAS1,trt_sh
TRCN0000040054,MLH1,trt_sh
TRCN0000288641,MLH1,trt_sh
TRCN0000288642,MLH1,trt_sh
TRCN0000005954,MLL,trt_sh
TRCN0000005956,MLL,trt_sh
TRCN0000257388,MLL,trt_sh
TRCN0000001716,MOK,trt_sh
TRCN0000001717,MOK,trt_sh
TRCN0000059196,MPL,trt_sh
TRCN0000358938,MPL,trt_sh
TRCN0000359020,MPL,trt_sh
TRCN0000010384,MSH2,trt_sh
TRCN0000332891,MSH2,trt_sh
TRCN0000078543,MSH6,trt_sh
TRCN0000078544,MSH6,trt_sh
TRCN0000078546,MSH6,trt_sh
TRCN0000373017,MST1,trt_sh
TRCN0000373071,MST1,trt_sh
TRCN0000230496,MTA1,trt_sh
TRCN0000230497,MTA1,trt_sh
TRCN0000036551,MTHFD2,trt_sh
TRCN0000290804,MTHFD2,trt_sh
TRCN0000290805,MTHFD2,trt_sh
TRCN0000020519,MYBL2,trt_sh
TRCN0000020520,MYBL2,trt_sh
TRCN0000278025,MYBL2,trt_sh
TRCN0000039639,MYC,trt_sh
TRCN0000039640,MYC,trt_sh
TRCN0000039642,MYC,trt_sh
TRCN0000020580,MYCL1,trt_sh
TRCN0000020581,MYCL1,trt_sh
TRCN0000020582,MYCL1,trt_sh
TRCN0000020695,MYCN,trt_sh
TRCN0000020696,MYCN,trt_sh
TRCN0000020697,MYCN,trt_sh
TRCN0000004983,NAA25,trt_sh
TRCN0000004985,NAA25,trt_sh
TRCN0000004986,NAA25,trt_sh
TRCN0000019699,NCOA3,trt_sh
TRCN0000019701,NCOA3,trt_sh
TRCN0000236185,NCOA4,trt_sh
TRCN0000236186,NCOA4,trt_sh
TRCN0000236187,NCOA4,trt_sh
TRCN0000001698,NEK4,trt_sh
TRCN0000194937,NEK4,trt_sh
TRCN0000196243,NEK4,trt_sh
TRCN0000039714,NF1,trt_sh
TRCN0000234915,NF1,trt_sh
TRCN0000238778,NF1,trt_sh
TRCN0000010398,NF2,trt_sh
TRCN0000039974,NF2,trt_sh
TRCN0000039977,NF2,trt_sh
TRCN0000058154,NGFR,trt_sh
TRCN0000058155,NGFR,trt_sh
TRCN0000058156,NGFR,trt_sh
TRCN0000074562,NONO,trt_sh
TRCN0000286693,NONO,trt_sh
TRCN0000294049,NONO,trt_sh
TRCN0000262587,NOTCH2,trt_sh
TRCN0000262588,NOTCH2,trt_sh
TRCN0000282339,NOTCH2,trt_sh
TRCN0000342386,NRBP1,trt_sh
TRCN0000194821,NTRK3,trt_sh
TRCN0000273261,NUAK1,trt_sh
TRCN0000273319,NUAK1,trt_sh
TRCN0000284951,NUAK1,trt_sh
TRCN0000051478,NUDT6,trt_sh
TRCN0000051480,NUDT6,trt_sh
TRCN0000051482,NUDT6,trt_sh
TRCN0000050273,NUDT9,trt_sh
TRCN0000050274,NUDT9,trt_sh
TRCN0000050276,NUDT9,trt_sh
TRCN0000074170,NUMA1,trt_sh
TRCN0000286302,NUMA1,trt_sh
TRCN0000286303,NUMA1,trt_sh
TRCN0000253743,OTUD3,trt_sh
TRCN0000253744,OTUD3,trt_sh
TRCN0000253745,OTUD3,trt_sh
TRCN0000061996,P4HA2,trt_sh
TRCN0000061997,P4HA2,trt_sh
TRCN0000333735,P4HA2,trt_sh
TRCN0000050963,PAFAH1B1,trt_sh
TRCN0000306835,PAFAH1B1,trt_sh
TRCN0000286243,PAICS,trt_sh
TRCN0000286311,PAICS,trt_sh
TRCN0000286312,PAICS,trt_sh
TRCN0000272578,PAK4,trt_sh
TRCN0000021274,PAX8,trt_sh
TRCN0000021277,PAX8,trt_sh
TRCN0000021278,PAX8,trt_sh
TRCN0000196313,PBK,trt_sh
TRCN0000078430,PCCB,trt_sh
TRCN0000333347,PCCB,trt_sh
TRCN0000003862,PCNA,trt_sh
TRCN0000003863,PCNA,trt_sh
TRCN0000072393,PCSK7,trt_sh
TRCN0000072396,PCSK7,trt_sh
TRCN0000072397,PCSK7,trt_sh
TRCN0000001998,PDGFRB,trt_sh
TRCN0000027240,PDHX,trt_sh
TRCN0000027261,PDHX,trt_sh
TRCN0000027263,PDHX,trt_sh
TRCN0000046538,PECR,trt_sh
TRCN0000046542,PECR,trt_sh
TRCN0000018539,PER2,trt_sh
TRCN0000018541,PER2,trt_sh
TRCN0000330809,PER2,trt_sh
TRCN0000300521,PGM1,trt_sh
TRCN0000300593,PGM1,trt_sh
TRCN0000331313,PGM1,trt_sh
TRCN0000299605,PHB2,trt_sh
TRCN0000299608,PHB2,trt_sh
TRCN0000199049,PHKA1,trt_sh
TRCN0000342773,PHKA1,trt_sh
TRCN0000196825,PHKG2,trt_sh
TRCN0000199891,PHKG2,trt_sh
TRCN0000013350,PIAS2,trt_sh
TRCN0000013351,PIAS2,trt_sh
TRCN0000013352,PIAS2,trt_sh
TRCN0000002120,PIK3C2B,trt_sh
TRCN0000318360,PIN1,trt_sh
TRCN0000318417,PIN1,trt_sh
TRCN0000318418,PIN1,trt_sh
TRCN0000338470,PIP4K2B,trt_sh
TRCN0000338471,PIP4K2B,trt_sh
TRCN0000062320,PKD1,trt_sh
TRCN0000062321,PKD1,trt_sh
TRCN0000037965,PKIG,trt_sh
TRCN0000037966,PKIG,trt_sh
TRCN0000037967,PKIG,trt_sh
TRCN0000052635,PLAUR,trt_sh
TRCN0000052636,PLAUR,trt_sh
TRCN0000052637,PLAUR,trt_sh
TRCN0000121075,PLK1,trt_sh
TRCN0000332934,PLK1,trt_sh
TRCN0000286656,PLOD3,trt_sh
TRCN0000294012,PLOD3,trt_sh
TRCN0000294013,PLOD3,trt_sh
TRCN0000049069,PMM2,trt_sh
TRCN0000049070,PMM2,trt_sh
TRCN0000049071,PMM2,trt_sh
TRCN0000007919,POLB,trt_sh
TRCN0000293190,POLB,trt_sh
TRCN0000293249,POLB,trt_sh
TRCN0000233182,POLE2,trt_sh
TRCN0000233183,POLE2,trt_sh
TRCN0000298808,POLR1C,trt_sh
TRCN0000308009,POLR1C,trt_sh
TRCN0000308012,POLR1C,trt_sh
TRCN0000017023,POLR2I,trt_sh
TRCN0000017026,POLR2I,trt_sh
TRCN0000312403,POLR2I,trt_sh
TRCN0000021880,POLR2K,trt_sh
TRCN0000021882,POLR2K,trt_sh
TRCN0000021883,POLR2K,trt_sh
TRCN0000053183,POLR3B,trt_sh
TRCN0000053185,POLR3B,trt_sh
TRCN0000053186,POLR3B,trt_sh
TRCN0000002577,PPAP2A,trt_sh
TRCN0000002580,PPAP2A,trt_sh
TRCN0000277803,PPAP2A,trt_sh
TRCN0000001661,PPARD,trt_sh
TRCN0000001663,PPARD,trt_sh
TRCN0000001664,PPARD,trt_sh
TRCN0000002938,PPM1D,trt_sh
TRCN0000002939,PPM1D,trt_sh
TRCN0000231604,PPM1D,trt_sh
TRCN0000002462,PPP1CC,trt_sh
TRCN0000002464,PPP1CC,trt_sh
TRCN0000002466,PPP1CC,trt_sh
TRCN0000075075,PRCC,trt_sh
TRCN0000286215,PRCC,trt_sh
TRCN0000286280,PRCC,trt_sh
TRCN0000356255,PRKAB1,trt_sh
TRCN0000356266,PRKAB1,trt_sh
TRCN0000272637,PRKCD,trt_sh
TRCN0000034572,PRMT3,trt_sh
TRCN0000299321,PRMT3,trt_sh
TRCN0000299324,PRMT3,trt_sh
TRCN0000196436,PRPF4B,trt_sh
TRCN0000219889,PRPF4B,trt_sh
TRCN0000219890,PRPF4B,trt_sh
TRCN0000045468,PRPSAP2,trt_sh
TRCN0000045469,PRPSAP2,trt_sh
TRCN0000045472,PRPSAP2,trt_sh
TRCN0000235518,PTCH1,trt_sh
TRCN0000235521,PTCH1,trt_sh
TRCN0000002746,PTEN,trt_sh
TRCN0000002747,PTEN,trt_sh
TRCN0000002748,PTEN,trt_sh
TRCN0000218015,PTGER4,trt_sh
TRCN0000226400,PTGER4,trt_sh
TRCN0000226401,PTGER4,trt_sh
TRCN0000002781,PTPN2,trt_sh
TRCN0000002783,PTPN2,trt_sh
TRCN0000314551,PTPN2,trt_sh
TRCN0000355533,PTPN22,trt_sh
TRCN0000355586,PTPN22,trt_sh
TRCN0000002856,PTPRF,trt_sh
TRCN0000002857,PTPRF,trt_sh
TRCN0000002859,PTPRF,trt_sh
TRCN0000038981,PYCR1,trt_sh
TRCN0000226506,PYCR1,trt_sh
TRCN0000226563,PYCR1,trt_sh
TRCN0000018876,RAD51,trt_sh
TRCN0000018877,RAD51,trt_sh
TRCN0000018879,RAD51,trt_sh
TRCN0000000229,RAD54L,trt_sh
TRCN0000000232,RAD54L,trt_sh
TRCN0000000233,RAD54L,trt_sh
TRCN0000018880,RAD9A,trt_sh
TRCN0000018881,RAD9A,trt_sh
TRCN0000018882,RAD9A,trt_sh
TRCN0000001064,RAF1,trt_sh
TRCN0000001065,RAF1,trt_sh
TRCN0000001068,RAF1,trt_sh
TRCN0000072953,RALB,trt_sh
TRCN0000072956,RALB,trt_sh
TRCN0000299773,RALB,trt_sh
TRCN0000029791,RAP1GDS1,trt_sh
TRCN0000029792,RAP1GDS1,trt_sh
TRCN0000344337,RAP1GDS1,trt_sh
TRCN0000074705,RBM15,trt_sh
TRCN0000369860,RBM15,trt_sh
TRCN0000004090,RCHY1,trt_sh
TRCN0000004091,RCHY1,trt_sh
TRCN0000010849,RCHY1,trt_sh
TRCN0000074958,RDBP,trt_sh
TRCN0000074959,RDBP,trt_sh
TRCN0000306857,RDBP,trt_sh
TRCN0000010423,RET,trt_sh
TRCN0000272676,RGS2,trt_sh
TRCN0000281948,RGS2,trt_sh
TRCN0000320810,RGS2,trt_sh
TRCN0000047710,RHOA,trt_sh
TRCN0000047711,RHOA,trt_sh
TRCN0000047712,RHOA,trt_sh
TRCN0000033894,RNF123,trt_sh
TRCN0000232877,RNF123,trt_sh
TRCN0000232879,RNF123,trt_sh
TRCN0000004502,RNF186,trt_sh
TRCN0000004504,RNF186,trt_sh
TRCN0000004505,RNF186,trt_sh
TRCN0000151231,RNLS,trt_sh
TRCN0000156235,RNLS,trt_sh
TRCN0000033654,RORC,trt_sh
TRCN0000033657,RORC,trt_sh
TRCN0000033658,RORC,trt_sh
TRCN0000195046,ROS1,trt_sh
TRCN0000219659,ROS1,trt_sh
TRCN0000219660,ROS1,trt_sh
TRCN0000005984,RPA1,trt_sh
TRCN0000010985,RPA1,trt_sh
TRCN0000318750,RPA1,trt_sh
TRCN0000075013,RPL22,trt_sh
TRCN0000075014,RPL22,trt_sh
TRCN0000307903,RPL22,trt_sh
TRCN0000008615,RPL7,trt_sh
TRCN0000008616,RPL7,trt_sh
TRCN0000008619,RPL7,trt_sh
TRCN0000074913,RPS19,trt_sh
TRCN0000074915,RPS19,trt_sh
TRCN0000074916,RPS19,trt_sh
TRCN0000199052,RPS6KA1,trt_sh
TRCN0000295847,RPS6KA3,trt_sh
TRCN0000295894,RPS6KA3,trt_sh
TRCN0000074764,RPS7,trt_sh
TRCN0000074765,RPS7,trt_sh
TRCN0000074767,RPS7,trt_sh
TRCN0000300201,RRM1,trt_sh
TRCN0000300202,RRM1,trt_sh
TRCN0000300203,RRM1,trt_sh
TRCN0000038959,RRM2,trt_sh
TRCN0000038960,RRM2,trt_sh
TRCN0000038961,RRM2,trt_sh
TRCN0000013659,RUNX1,trt_sh
TRCN0000338492,RUNX1,trt_sh
TRCN0000196474,RYK,trt_sh
TRCN0000338272,RYK,trt_sh
TRCN0000053608,S100A4,trt_sh
TRCN0000053612,S100A4,trt_sh
TRCN0000236395,SDHB,trt_sh
TRCN0000236398,SDHB,trt_sh
TRCN0000236399,SDHB,trt_sh
TRCN0000246017,SEC16A,trt_sh
TRCN0000246019,SEC16A,trt_sh
TRCN0000004576,SENP2,trt_sh
TRCN0000004579,SENP2,trt_sh
TRCN0000355817,SENP2,trt_sh
TRCN0000063717,SET,trt_sh
TRCN0000288612,SET,trt_sh
TRCN0000288673,SET,trt_sh
TRCN0000001083,SFPQ,trt_sh
TRCN0000010589,SFPQ,trt_sh
TRCN0000349629,SFPQ,trt_sh
TRCN0000083924,SH3GL1,trt_sh
TRCN0000233092,SH3GL1,trt_sh
TRCN0000233093,SH3GL1,trt_sh
TRCN0000314843,SIAH1,trt_sh
TRCN0000314845,SIAH1,trt_sh
TRCN0000314846,SIAH1,trt_sh
TRCN0000029804,SIRPG,trt_sh
TRCN0000029805,SIRPG,trt_sh
TRCN0000029808,SIRPG,trt_sh
TRCN0000236528,SLC25A28,trt_sh
TRCN0000236529,SLC25A28,trt_sh
TRCN0000236531,SLC25A28,trt_sh
TRCN0000043688,SLC39A8,trt_sh
TRCN0000043689,SLC39A8,trt_sh
TRCN0000043690,SLC39A8,trt_sh
TRCN0000043010,SLC7A5,trt_sh
TRCN0000333467,SLC7A5,trt_sh
TRCN0000057058,SOCS2,trt_sh
TRCN0000057059,SOCS2,trt_sh
TRCN0000057062,SOCS2,trt_sh
TRCN0000018217,SOX4,trt_sh
TRCN0000274152,SOX4,trt_sh
TRCN0000274205,SOX4,trt_sh
TRCN0000034971,SPTLC2,trt_sh
TRCN0000034973,SPTLC2,trt_sh
TRCN0000294244,SPTLC2,trt_sh
TRCN0000229634,SS18L1,trt_sh
TRCN0000229635,SS18L1,trt_sh
TRCN0000229636,SS18L1,trt_sh
TRCN0000038047,ST13,trt_sh
TRCN0000301057,ST3GAL5,trt_sh
TRCN0000301137,ST3GAL5,trt_sh
TRCN0000323262,ST3GAL5,trt_sh
TRCN0000019305,STAT5A,trt_sh
TRCN0000232132,STAT5A,trt_sh
TRCN0000232134,STAT5A,trt_sh
TRCN0000019357,STAT5B,trt_sh
TRCN0000232137,STAT5B,trt_sh
TRCN0000232139,STAT5B,trt_sh
TRCN0000274156,STAT6,trt_sh
TRCN0000274157,STAT6,trt_sh
TRCN0000003135,STK10,trt_sh
TRCN0000230666,STK10,trt_sh
TRCN0000000410,STK11,trt_sh
TRCN0000000411,STK11,trt_sh
TRCN0000218425,STK19,trt_sh
TRCN0000226391,STK19,trt_sh
TRCN0000226392,STK19,trt_sh
TRCN0000199937,STK25,trt_sh
TRCN0000196452,STK33,trt_sh
TRCN0000229975,STK33,trt_sh
TRCN0000280002,STK38,trt_sh
TRCN0000230305,STX1A,trt_sh
TRCN0000257113,STX1A,trt_sh
TRCN0000257133,STX1A,trt_sh
TRCN0000038725,SUZ12,trt_sh
TRCN0000038727,SUZ12,trt_sh
TRCN0000038728,SUZ12,trt_sh
TRCN0000047568,TAGAP,trt_sh
TRCN0000047569,TAGAP,trt_sh
TRCN0000047571,TAGAP,trt_sh
TRCN0000014690,TAL1,trt_sh
TRCN0000014691,TAL1,trt_sh
TRCN0000045678,TARS,trt_sh
TRCN0000045680,TARS,trt_sh
TRCN0000344636,TARS,trt_sh
TRCN0000014175,TBXA2R,trt_sh
TRCN0000014176,TBXA2R,trt_sh
TRCN0000014177,TBXA2R,trt_sh
TRCN0000017534,TCF3,trt_sh
TRCN0000017535,TCF3,trt_sh
TRCN0000017536,TCF3,trt_sh
TRCN0000038636,TCIRG1,trt_sh
TRCN0000038638,TCIRG1,trt_sh
TRCN0000289299,TCIRG1,trt_sh
TRCN0000219645,TESK1,trt_sh
TRCN0000219646,TESK1,trt_sh
TRCN0000033616,TFF1,trt_sh
TRCN0000373674,TFF1,trt_sh
TRCN0000373750,TFF1,trt_sh
TRCN0000078658,TFG,trt_sh
TRCN0000078659,TFG,trt_sh
TRCN0000311701,TFG,trt_sh
TRCN0000057661,TFRC,trt_sh
TRCN0000300398,TFRC,trt_sh
TRCN0000300399,TFRC,trt_sh
TRCN0000293878,TGDS,trt_sh
TRCN0000298218,TGDS,trt_sh
TRCN0000006373,TGFA,trt_sh
TRCN0000006374,TGFA,trt_sh
TRCN0000006377,TGFA,trt_sh
TRCN0000052428,TIMP1,trt_sh
TRCN0000052431,TIMP1,trt_sh
TRCN0000303682,TIMP1,trt_sh
TRCN0000052434,TIMP2,trt_sh
TRCN0000052435,TIMP2,trt_sh
TRCN0000052437,TIMP2,trt_sh
TRCN0000116255,TJP1,trt_sh
TRCN0000116256,TJP1,trt_sh
TRCN0000300284,TJP1,trt_sh
TRCN0000019594,TLE1,trt_sh
TRCN0000019595,TLE1,trt_sh
TRCN0000019596,TLE1,trt_sh
TRCN0000364154,TLR7,trt_sh
TRCN0000364155,TLR7,trt_sh
TRCN0000364156,TLR7,trt_sh
TRCN0000134685,TMEM154,trt_sh
TRCN0000134958,TMEM154,trt_sh
TRCN0000136782,TMEM154,trt_sh
TRCN0000279755,TNFRSF10B,trt_sh
TRCN0000279756,TNFRSF10B,trt_sh
TRCN0000279826,TNFRSF10B,trt_sh
TRCN0000058898,TNFSF15,trt_sh
TRCN0000058900,TNFSF15,trt_sh
TRCN0000058902,TNFSF15,trt_sh
TRCN0000058165,TNFSF8,trt_sh
TRCN0000058166,TNFSF8,trt_sh
TRCN0000001538,TRIB1,trt_sh
TRCN0000295919,TRIB3,trt_sh
TRCN0000007572,TRIM38,trt_sh
TRCN0000007573,TRIM38,trt_sh
TRCN0000007574,TRIM38,trt_sh
TRCN0000010453,TSC1,trt_sh
TRCN0000018361,TSC1,trt_sh
TRCN0000039734,TSC1,trt_sh
TRCN0000010455,TSC2,trt_sh
TRCN0000040178,TSC2,trt_sh
TRCN0000040180,TSC2,trt_sh
TRCN0000262800,TXNIP,trt_sh
TRCN0000262802,TXNIP,trt_sh
TRCN0000282428,TXNIP,trt_sh
TRCN0000046533,TXNRD1,trt_sh
TRCN0000046534,TXNRD1,trt_sh
TRCN0000046535,TXNRD1,trt_sh
TRCN0000004487,UBASH3A,trt_sh
TRCN0000010881,UBASH3A,trt_sh
TRCN0000233571,UBASH3A,trt_sh
TRCN0000010842,UBE2A,trt_sh
TRCN0000320582,UBE2A,trt_sh
TRCN0000350341,UBE2A,trt_sh
TRCN0000004240,UBE2C,trt_sh
TRCN0000004242,UBE2C,trt_sh
TRCN0000004243,UBE2C,trt_sh
TRCN0000028108,UGDH,trt_sh
TRCN0000028112,UGDH,trt_sh
TRCN0000280878,UGDH,trt_sh
TRCN0000037839,UGP2,trt_sh
TRCN0000037841,UGP2,trt_sh
TRCN0000037843,UGP2,trt_sh
TRCN0000002356,UNC13B,trt_sh
TRCN0000002358,UNC13B,trt_sh
TRCN0000002359,UNC13B,trt_sh
TRCN0000047698,VAV3,trt_sh
TRCN0000047699,VAV3,trt_sh
TRCN0000047700,VAV3,trt_sh
TRCN0000197134,VRK1,trt_sh
TRCN0000314879,VRK1,trt_sh
TRCN0000314952,VRK1,trt_sh
TRCN0000063843,WFS1,trt_sh
TRCN0000063845,WFS1,trt_sh
TRCN0000062083,WNT10B,trt_sh
TRCN0000062085,WNT10B,trt_sh
TRCN0000062087,WNT10B,trt_sh
TRCN0000004900,WRN,trt_sh
TRCN0000004902,WRN,trt_sh
TRCN0000004903,WRN,trt_sh
TRCN0000001077,WTAP,trt_sh
TRCN0000231422,WTAP,trt_sh
TRCN0000231424,WTAP,trt_sh
TRCN0000107265,YAP1,trt_sh
TRCN0000107268,YAP1,trt_sh
TRCN0000107269,YAP1,trt_sh
TRCN0000315306,YBX1,trt_sh
TRCN0000315308,YBX1,trt_sh
TRCN0000021297,ZBTB25,trt_sh
TRCN0000275885,ZBTB25,trt_sh
TRCN0000156585,ZBTB46,trt_sh
TRCN0000157843,ZBTB46,trt_sh
TRCN0000158196,ZBTB46,trt_sh
TRCN0000050429,ZMPSTE24,trt_sh
TRCN0000050430,ZMPSTE24,trt_sh
TRCN0000294124,ZMPSTE24,trt_sh
TRCN0000013060,ZNF217,trt_sh
TRCN0000013061,ZNF217,trt_sh
TRCN0000013062,ZNF217,trt_sh
TRCN0000008672,ZNF300,trt_sh
TRCN0000008673,ZNF300,trt_sh
TRCN0000008674,ZNF300,trt_sh
TRCN0000128835,ZNF365,trt_sh
